"Cursus","Cursusnaam","Collegejaar","Medewerker"
"191100010","TRIZ - Fundamentals","2015","M7665471"
"191100010","TRIZ - Fundamentals","2015","M7681343"
"191100020","TRIZ - Assignments","2015","M7665471"
"191100020","TRIZ - Assignments","2015","M7681343"
"191102010","Life-cycle Strategy","2015","M7665495"
"191102031","Product Design","2015","M7681343"
"191102031","Product Design","2015","M7683652"
"191102041","Manufacturing Facility Design","2015","M7643357"
"191102041","Manufacturing Facility Design","2015","M7681257"
"191102041","Manufacturing Facility Design","2015","M7683652"
"191103250","Project F (Mechatronica)","2015","M7640870"
"191103250","Project F (Mechatronica)","2015","M7642709"
"191121121","Verwerking & eigenschappen v. kunst.","2015","M7683142"
"191121700","Composites Forming","2015","M7644079"
"191121700","Composites Forming","2015","M7698576"
"191121710","Composites","2015","M7643368"
"191121710","Composites","2015","M7644079"
"191121720","Design, Production and Materials","2015","M7641359"
"191121720","Design, Production and Materials","2015","M7643368"
"191121720","Design, Production and Materials","2015","M7644079"
"191121720","Design, Production and Materials","2015","M7649481"
"191121720","Design, Production and Materials","2015","M7693720"
"191121720","Design, Production and Materials","2015","M7698576"
"191121730","Production Technology - Capita Selecta","2015","M7643368"
"191121730","Production Technology - Capita Selecta","2015","M7644079"
"191121730","Production Technology - Capita Selecta","2015","M7649481"
"191121740","Rheology & Processing of Thermoplastics","2015","M7683142"
"191127500","Production Management - Capita Selecta","2015","M7643357"
"191127500","Production Management - Capita Selecta","2015","M7683652"
"191127520","Lean Six Sigma Green Belt","2015","M7643357"
"191131161","Systeem en regeltechniek 2","2015","M7640870"
"191131360","DPPM","2015","M7648665"
"191131360","DPPM","2015","M7693169"
"191131410","Mechanical Automation - Capita Selecta","2015","M7640870"
"191131410","Mechanical Automation - Capita Selecta","2015","M7642709"
"191131410","Mechanical Automation - Capita Selecta","2015","M7643001"
"191131410","Mechanical Automation - Capita Selecta","2015","M7648665"
"191131410","Mechanical Automation - Capita Selecta","2015","M7688126"
"191131410","Mechanical Automation - Capita Selecta","2015","M7693169"
"191131700","System Identif. and Parameter Estimation","2015","M7642709"
"191131730","Dynamics of Machines","2015","M7642709"
"191137400","Laser Materials Processing","2015","M7643001"
"191141500","Thermal Engineering - Capita Selecta","2015","M7640283"
"191141500","Thermal Engineering - Capita Selecta","2015","M7641233"
"191141500","Thermal Engineering - Capita Selecta","2015","M7645325"
"191141500","Thermal Engineering - Capita Selecta","2015","M7646125"
"191141500","Thermal Engineering - Capita Selecta","2015","M7646288"
"191141500","Thermal Engineering - Capita Selecta","2015","M7681216"
"191141700","Transport Phenomena","2015","M7645325"
"191145500","LCA & Designing - Capita Selecta","2015","M7665495"
"191150700","Integrative Design of Biomedical Prod.","2015","M7641988"
"191150700","Integrative Design of Biomedical Prod.","2015","M7680998"
"191152100","Materiaalkunde 2","2015","M7649481"
"191154340","Gasdynamics","2015","M7641084"
"191154340","Gasdynamics","2015","M7641227"
"191154360","Inleiding luchtvaarttechniek","2015","M7641084"
"191154360","Inleiding luchtvaarttechniek","2015","M7646064"
"191154370","Aerodynamics and Laboratory Projects","2015","M7641084"
"191154390","Vliegtuigconstr., belasting & trillingen","2015","M7643368"
"191154390","Vliegtuigconstr., belasting & trillingen","2015","M7646064"
"191154390","Vliegtuigconstr., belasting & trillingen","2015","M7649450"
"191154390","Vliegtuigconstr., belasting & trillingen","2015","M7649481"
"191154390","Vliegtuigconstr., belasting & trillingen","2015","M7698026"
"191154710","Fluid Dynamics","2015","M7641084"
"191154720","Fluid Mechanics of Turbomachines 1","2015","M7641239"
"191154731","Computational Fluid Dynamics","2015","M7641227"
"191154731","Computational Fluid Dynamics","2015","M7688482"
"191154740","Biophysical Fluid Dyn.: The Resp. Syst.","2015","M7642708"
"191154750","Engineering Fluid Dynamics - C.S.","2015","M7640015"
"191154750","Engineering Fluid Dynamics - C.S.","2015","M7641084"
"191154750","Engineering Fluid Dynamics - C.S.","2015","M7641227"
"191154750","Engineering Fluid Dynamics - C.S.","2015","M7662193"
"191154750","Engineering Fluid Dynamics - C.S.","2015","M7688482"
"191154760","Fluid Mechanics of Turbomachines 2","2015","M7641239"
"191154770","Wave Motion","2015","M7646101"
"191155210","Inleiding technologisch onderzoek","2015","M7641586"
"191155210","Inleiding technologisch onderzoek","2015","M7646064"
"191155700","Solids and Surfaces","2015","M7641359"
"191155700","Solids and Surfaces","2015","M7643368"
"191155710","Surface Technology","2015","M7641359"
"191155720","Surface Technology and Tribology - C.S.","2015","M7640798"
"191155720","Surface Technology and Tribology - C.S.","2015","M7641359"
"191155720","Surface Technology and Tribology - C.S.","2015","M7642577"
"191155720","Surface Technology and Tribology - C.S.","2015","M7685768"
"191155720","Surface Technology and Tribology - C.S.","2015","M7690064"
"191155720","Surface Technology and Tribology - C.S.","2015","M7694272"
"191155720","Surface Technology and Tribology - C.S.","2015","M7696106"
"191155730","Tribology","2015","M7640798"
"191156500","Elastomeric Technology","2015","M7644653"
"191156500","Elastomeric Technology","2015","M7647239"
"191156500","Elastomeric Technology","2015","M7699338"
"191157110","Introduction to the Finite Elem.Meth. WB","2015","M7681627"
"191157140","Dynamica 2","2015","M7692548"
"191157190","Dynamica 1","2015","M7640853"
"191157240","Applied Mechanics - Capita Selecta","2015","M7640853"
"191157240","Applied Mechanics - Capita Selecta","2015","M7642013"
"191157240","Applied Mechanics - Capita Selecta","2015","M7642142"
"191157240","Applied Mechanics - Capita Selecta","2015","M7642527"
"191157240","Applied Mechanics - Capita Selecta","2015","M7646064"
"191157240","Applied Mechanics - Capita Selecta","2015","M7647119"
"191157240","Applied Mechanics - Capita Selecta","2015","M7647476"
"191157240","Applied Mechanics - Capita Selecta","2015","M7681627"
"191157240","Applied Mechanics - Capita Selecta","2015","M7692548"
"191157240","Applied Mechanics - Capita Selecta","2015","M7698026"
"191157710","Numerical Methods in Mechanical Eng.","2015","M7647476"
"191157710","Numerical Methods in Mechanical Eng.","2015","M7662020"
"191157710","Numerical Methods in Mechanical Eng.","2015","M7681627"
"191157710","Numerical Methods in Mechanical Eng.","2015","M7688482"
"191157730","Computational Structural Optimization","2015","M7640853"
"191158510","Programming in Engineering","2015","M7642908"
"191158510","Programming in Engineering","2015","M7684381"
"191158510","Programming in Engineering","2015","M7687466"
"191158510","Programming in Engineering","2015","M7692168"
"191158510","Programming in Engineering","2015","M7692187"
"191158510","Programming in Engineering","2015","M7693257"
"191158520","Multi Scale Mechanics - Capita Selecta","2015","M7642908"
"191158520","Multi Scale Mechanics - Capita Selecta","2015","M7687466"
"191158520","Multi Scale Mechanics - Capita Selecta","2015","M7692168"
"191158520","Multi Scale Mechanics - Capita Selecta","2015","M7692187"
"191158520","Multi Scale Mechanics - Capita Selecta","2015","M7693257"
"191158523","Micro-Macro Methods - Capita Selecta","2015","M7642908"
"191158523","Micro-Macro Methods - Capita Selecta","2015","M7687466"
"191158523","Micro-Macro Methods - Capita Selecta","2015","M7692168"
"191158523","Micro-Macro Methods - Capita Selecta","2015","M7692187"
"191158523","Micro-Macro Methods - Capita Selecta","2015","M7693257"
"191199152","Internship","2015","M7640746"
"191199152","Internship","2015","M7640798"
"191199152","Internship","2015","M7641084"
"191199152","Internship","2015","M7641837"
"191199152","Internship","2015","M7641956"
"191199152","Internship","2015","M7642013"
"191199152","Internship","2015","M7642142"
"191199152","Internship","2015","M7642527"
"191199152","Internship","2015","M7642709"
"191199152","Internship","2015","M7643001"
"191199152","Internship","2015","M7643357"
"191199152","Internship","2015","M7643368"
"191199152","Internship","2015","M7643419"
"191199152","Internship","2015","M7645325"
"191199152","Internship","2015","M7646288"
"191199152","Internship","2015","M7661760"
"191199152","Internship","2015","M7665471"
"191199152","Internship","2015","M7680146"
"191199152","Internship","2015","M7681343"
"191199152","Internship","2015","M7683652"
"191199152","Internship","2015","M7697514"
"191199152","Internship","2015","M7698026"
"191199154","Internship","2015","M7640283"
"191199154","Internship","2015","M7640798"
"191199154","Internship","2015","M7640819"
"191199154","Internship","2015","M7640853"
"191199154","Internship","2015","M7641084"
"191199154","Internship","2015","M7641227"
"191199154","Internship","2015","M7641239"
"191199154","Internship","2015","M7641837"
"191199154","Internship","2015","M7641956"
"191199154","Internship","2015","M7642013"
"191199154","Internship","2015","M7642142"
"191199154","Internship","2015","M7642527"
"191199154","Internship","2015","M7642709"
"191199154","Internship","2015","M7643357"
"191199154","Internship","2015","M7643368"
"191199154","Internship","2015","M7643723"
"191199154","Internship","2015","M7645325"
"191199154","Internship","2015","M7646064"
"191199154","Internship","2015","M7646288"
"191199154","Internship","2015","M7647476"
"191199154","Internship","2015","M7648197"
"191199154","Internship","2015","M7648665"
"191199154","Internship","2015","M7649262"
"191199154","Internship","2015","M7680146"
"191199154","Internship","2015","M7681216"
"191199154","Internship","2015","M7681257"
"191199154","Internship","2015","M7693169"
"191199154","Internship","2015","M7693257"
"191199154","Internship","2015","M7696106"
"191199154","Internship","2015","M7697514"
"191199154","Internship","2015","M7698026"
"191199198","Master Graduation Assignment","2015","M7640798"
"191199198","Master Graduation Assignment","2015","M7641084"
"191199198","Master Graduation Assignment","2015","M7641227"
"191199198","Master Graduation Assignment","2015","M7641462"
"191199198","Master Graduation Assignment","2015","M7641837"
"191199198","Master Graduation Assignment","2015","M7641956"
"191199198","Master Graduation Assignment","2015","M7642013"
"191199198","Master Graduation Assignment","2015","M7642709"
"191199198","Master Graduation Assignment","2015","M7643368"
"191199198","Master Graduation Assignment","2015","M7643394"
"191199198","Master Graduation Assignment","2015","M7645325"
"191199198","Master Graduation Assignment","2015","M7646064"
"191199198","Master Graduation Assignment","2015","M7646288"
"191199198","Master Graduation Assignment","2015","M7647239"
"191199198","Master Graduation Assignment","2015","M7649481"
"191199198","Master Graduation Assignment","2015","M7680998"
"191199198","Master Graduation Assignment","2015","M7687466"
"191199198","Master Graduation Assignment","2015","M7687634"
"191199198","Master Graduation Assignment","2015","M7690064"
"191199198","Master Graduation Assignment","2015","M7693169"
"191199198","Master Graduation Assignment","2015","M7694030"
"191199198","Master Graduation Assignment","2015","M7696106"
"191199198","Master Graduation Assignment","2015","M7698026"
"191199198","Master Graduation Assignment","2015","M7699338"
"191210341","Physical Systems Modelling of Emb. Sys","2015","M7640834"
"191210410","Electrodynamics","2015","M7642103"
"191210411","Electrodynamics","2015","M7640694"
"191210430","Engineering System Dynamics","2015","M7640252"
"191210430","Engineering System Dynamics","2015","M7640834"
"191210430","Engineering System Dynamics","2015","M7687929"
"191210431","Engineering System Dynamics","2015","M7640252"
"191210431","Engineering System Dynamics","2015","M7640834"
"191210431","Engineering System Dynamics","2015","M7687929"
"191210440","Control Engineering","2015","M7647083"
"191210440","Control Engineering","2015","M7685642"
"191210440","Control Engineering","2015","M7687929"
"191210441","Control Engineering","2015","M7647083"
"191210441","Control Engineering","2015","M7692537"
"191210450","Project Mechatronics","2015","M7687929"
"191210450","Project Mechatronics","2015","M7691934"
"191210469","B2-project","2015","M7642085"
"191210469","B2-project","2015","M7642088"
"191210600","Optische Basisfuncties en Microsystemen","2015","M7642088"
"191210711","Verdiepingsproject","2015","M7688585"
"191210720","Biomedical Signal Acquisition","2015","M7641944"
"191210730","Technology","2015","M7644216"
"191210730","Technology","2015","M7648564"
"191210740","Material Science","2015","M7644216"
"191210750","System-on-Chip Design","2015","M7640399"
"191210750","System-on-Chip Design","2015","M7642022"
"191210750","System-on-Chip Design","2015","M7642504"
"191210760","Advanced Programming","2015","M7640252"
"191210770","Digital Control Engineering","2015","M7687929"
"191210780","Modern Communication Systems","2015","M7688585"
"191210790","Transmission Media","2015","M7665573"
"191210790","Transmission Media","2015","M7688585"
"191210840","A/D Converters","2015","M7693645"
"191210910","Image Processing and Computer Vision","2015","M7641078"
"191210920","Optimal Estimation in Dynamic Systems","2015","M7641078"
"191210930","Measurement Systems for Mechatronics","2015","M7643291"
"191210950","Implementation of Digital Signal Proces.","2015","M7642022"
"191211000","Advanced Semiconductor Devices","2015","M7641270"
"191211030","Mobile Radio Communications","2015","M7647145"
"191211030","Mobile Radio Communications","2015","M7688585"
"191211040","Electromagnetic Compatibility","2015","M7665573"
"191211060","Modern Robotics","2015","M7647083"
"191211060","Modern Robotics","2015","M7686415"
"191211219","Master Thesis Project","2015","M7640721"
"191211219","Master Thesis Project","2015","M7640859"
"191211219","Master Thesis Project","2015","M7641944"
"191211219","Master Thesis Project","2015","M7642088"
"191211219","Master Thesis Project","2015","M7642159"
"191211219","Master Thesis Project","2015","M7642411"
"191211219","Master Thesis Project","2015","M7642504"
"191211219","Master Thesis Project","2015","M7647083"
"191211219","Master Thesis Project","2015","M7647830"
"191211219","Master Thesis Project","2015","M7648564"
"191211219","Master Thesis Project","2015","M7648865"
"191211219","Master Thesis Project","2015","M7665115"
"191211219","Master Thesis Project","2015","M7665573"
"191211219","Master Thesis Project","2015","M7686723"
"191211219","Master Thesis Project","2015","M7689431"
"191211219","Master Thesis Project","2015","M7692719"
"191211300","Micro Electro Mechanical Systems Design","2015","M7643291"
"191211300","Micro Electro Mechanical Systems Design","2015","M7643650"
"191211320","Testable Design and Test of Integr.Syst.","2015","M7640399"
"191211330","Dig. Electronic Circuit Design for SoC","2015","M7640399"
"191211350","Neurophysiology","2015","M7689431"
"191211529","Individual Project incl. Meth. Training","2015","M7643291"
"191211529","Individual Project incl. Meth. Training","2015","M7647145"
"191211559","Individuele Opdracht","2015","M7640252"
"191211559","Individuele Opdracht","2015","M7641054"
"191211559","Individuele Opdracht","2015","M7646183"
"191211559","Individuele Opdracht","2015","M7647083"
"191211559","Individuele Opdracht","2015","M7648564"
"191211559","Individuele Opdracht","2015","M7687929"
"191211559","Individuele Opdracht","2015","M7688585"
"191211590","Systems-on-Chip for Embedded Systems","2015","M7640399"
"191211590","Systems-on-Chip for Embedded Systems","2015","M7642022"
"191211590","Systems-on-Chip for Embedded Systems","2015","M7642504"
"191211690","EMstatics","2015","M7640504"
"191211690","EMstatics","2015","M7642088"
"191211720","Microwave Techniques","2015","M7688040"
"191211749","Individual Project","2015","M7640252"
"191211749","Individual Project","2015","M7640524"
"191211749","Individual Project","2015","M7640721"
"191211749","Individual Project","2015","M7640834"
"191211749","Individual Project","2015","M7640869"
"191211749","Individual Project","2015","M7641078"
"191211749","Individual Project","2015","M7641940"
"191211749","Individual Project","2015","M7646604"
"191211749","Individual Project","2015","M7647083"
"191211749","Individual Project","2015","M7647119"
"191211749","Individual Project","2015","M7647139"
"191211749","Individual Project","2015","M7648910"
"191211749","Individual Project","2015","M7682816"
"191211749","Individual Project","2015","M7683058"
"191211749","Individual Project","2015","M7686055"
"191211749","Individual Project","2015","M7692396"
"191217061","Introduction to Semiconductor Devices","2015","M7681450"
"191228160","Mechanics and Transducers Science","2015","M7642088"
"191228160","Mechanics and Transducers Science","2015","M7643291"
"191228160","Mechanics and Transducers Science","2015","M7643650"
"191228280","Practicum Realiseren in Materialen","2015","M7643291"
"191228280","Practicum Realiseren in Materialen","2015","M7644216"
"191228280","Practicum Realiseren in Materialen","2015","M7681450"
"191231490","Linear Systems","2015","M7641014"
"191231490","Linear Systems","2015","M7641134"
"191231490","Linear Systems","2015","M7647139"
"191231490","Linear Systems","2015","M7687929"
"191251530","Introduction to Communication Systems","2015","M7647145"
"191251530","Introduction to Communication Systems","2015","M7688585"
"191315131","Duurzame (Proces-) Technologie","2015","M7643983"
"191335310","Chemie en Technologie van Anorg. Materia","2015","M7648048"
"191355390","Chemie en Technologie van Organische Mat","2015","M7642731"
"191355400","Voortgezette Materiaalkunde","2015","M7641345"
"191355400","Voortgezette Materiaalkunde","2015","M7648048"
"191355400","Voortgezette Materiaalkunde","2015","M7665046"
"191370091","Inleiding Fysische Transportverschijnsel","2015","M7643956"
"191370201","Fysische Transportverschijnselen incl. P","2015","M7643956"
"191370201","Fysische Transportverschijnselen incl. P","2015","M7643983"
"191385061","Scheidingsmethoden","2015","M7643229"
"191399259","Bachelor Opdracht","2015","M7643983"
"191399259","Bachelor Opdracht","2015","M7690252"
"191399259","Bachelor Opdracht","2015","M7691722"
"191399259","Bachelor Opdracht","2015","M7697513"
"191399500","Academisch Informatie Verwerven","2015","M7641928"
"191403070","Electriciteit & Magnetisme HBO","2015","M7642411"
"191403070","Electriciteit & Magnetisme HBO","2015","M7643241"
"191407051","Pract. inleiding instrumentatiecomputers","2015","M7641124"
"191407051","Pract. inleiding instrumentatiecomputers","2015","M7643241"
"191411291","Toegepaste Quantummechanica","2015","M7643241"
"191411291","Toegepaste Quantummechanica","2015","M7644054"
"191420022","Inleiding Vastestoffysica","2015","M7646268"
"191420131","Fysische Materiaalkunde","2015","M7642278"
"191420131","Fysische Materiaalkunde","2015","M7643206"
"191420160","Basic principles of Solid State Physics","2015","M7646268"
"191440201","Technische Optica","2015","M7646215"
"191440201","Technische Optica","2015","M7686051"
"191470241","Warmte- en Stof Overdracht","2015","M7642740"
"191499879","Bachelor Opdracht","2015","M7646268"
"191506001","Mathematical Methods","2015","M7686441"
"191506103","Statistics and Probability","2015","M7647415"
"191506103","Statistics and Probability","2015","M7647473"
"191506302","Applied Functional Analysis","2015","M7641013"
"191506302","Applied Functional Analysis","2015","M7699726"
"191508209","Traineeship","2015","M7640367"
"191508209","Traineeship","2015","M7640400"
"191508209","Traineeship","2015","M7640452"
"191508209","Traineeship","2015","M7640787"
"191508209","Traineeship","2015","M7641107"
"191508209","Traineeship","2015","M7641774"
"191508209","Traineeship","2015","M7642835"
"191508209","Traineeship","2015","M7643281"
"191508209","Traineeship","2015","M7643472"
"191508209","Traineeship","2015","M7644236"
"191508209","Traineeship","2015","M7644645"
"191508209","Traineeship","2015","M7646701"
"191508209","Traineeship","2015","M7646898"
"191508209","Traineeship","2015","M7647354"
"191508209","Traineeship","2015","M7647415"
"191508209","Traineeship","2015","M7648180"
"191510220","Linear Difference & Differential Equat.","2015","M7643281"
"191510441","Analyse C","2015","M7692168"
"191510861","Vectoranalyse","2015","M7686441"
"191511410","Algebra & Security","2015","M7640905"
"191511410","Algebra & Security","2015","M7641244"
"191511410","Algebra & Security","2015","M7643058"
"191512001","Calculus A","2015","M7640367"
"191512021","Calculus B","2015","M7640367"
"191512021","Calculus B","2015","M7642065"
"191512021","Calculus B","2015","M7643724"
"191512021","Calculus B","2015","M7662428"
"191512041","Calculus C","2015","M7641014"
"191512041","Calculus C","2015","M7642065"
"191512061","Lineaire Algebra A","2015","M7646898"
"191512120","Wiskunde A","2015","M7660424"
"191512220","Wiskunde C","2015","M7660424"
"191515101","Introduction to Risk Theory","2015","M7647415"
"191520252","Complexe Functietheorie","2015","M7641013"
"191520701","Meetkunde","2015","M7641013"
"191520751","Grafentheorie","2015","M7640400"
"191520751","Grafentheorie","2015","M7641244"
"191521800","Game Theory","2015","M7646898"
"191521800","Game Theory","2015","M7687601"
"191530062","Probability Theory","2015","M7640367"
"191530062","Probability Theory","2015","M7641100"
"191530062","Probability Theory","2015","M7643724"
"191530062","Probability Theory","2015","M7647145"
"191530082","Kansrekening en Statistiek","2015","M7641004"
"191530082","Kansrekening en Statistiek","2015","M7641100"
"191530311","Statistiek","2015","M7641100"
"191530420","Statistiek en Kansrekening","2015","M7641100"
"191530440","Regressie- en Variantie Analyse","2015","M7641004"
"191530821","Stochastische Simulatie","2015","M7640367"
"191530821","Stochastische Simulatie","2015","M7646701"
"191530881","Stoch. Modellen v. Operations Management","2015","M7646701"
"191531101","Inleiding Statistiek","2015","M7646898"
"191531701","Introduction to Stochastic Processes","2015","M7643724"
"191531701","Introduction to Stochastic Processes","2015","M7648180"
"191531701","Introduction to Stochastic Processes","2015","M7697650"
"191550105","Theory of Partial Differential Equations","2015","M7647354"
"191551150","Numerical techniques for PDE","2015","M7643472"
"191551150","Numerical techniques for PDE","2015","M7647354"
"191551161","Applied Finite Element Methods for PDE","2015","M7644645"
"191551200","Scientific Computing","2015","M7647354"
"191560430","Nonlinear Dynamics","2015","M7640787"
"191560430","Nonlinear Dynamics","2015","M7695046"
"191560430","Nonlinear Dynamics","2015","M7695985"
"191560671","Robust Control","2015","M7643281"
"191560820","Signaalanalyse","2015","M7643281"
"191561560","Systems and Control","2015","EXTERN"
"191561560","Systems and Control","2015","M7640905"
"191561620","Optimal Control","2015","M7643281"
"191561750","Infinite Dimensional Linear Systems","2015","M7641774"
"191567030","Intro. to Statistics and Probability","2015","M7641100"
"191567030","Intro. to Statistics and Probability","2015","M7680470"
"191570401","Measure and Probability","2015","M7686530"
"191571090","Time Series Analysis","2015","M7643281"
"191571200","Hybrid Dynamical Systems","2015","M7698544"
"191571501","Stochastic Differential Equations","2015","M7647415"
"191580251","Mathematische Programmering","2015","M7640452"
"191580800","Scheduling","2015","M7644236"
"191581100","Discrete Optimization","2015","M7692419"
"191581200","Continuous Optimization","2015","M7640452"
"191581200","Continuous Optimization","2015","M7660253"
"191581400","Heuristic Methods in Operations Research","2015","M7642650"
"191581400","Heuristic Methods in Operations Research","2015","M7644236"
"191581420","Optimization Modeling","2015","M7692419"
"191581420","Optimization Modeling","2015","M7698244"
"191599220","Bacheloropdracht","2015","M7646701"
"191599220","Bacheloropdracht","2015","M7686530"
"191599220","Bacheloropdracht","2015","M7687601"
"191610010","Minor Philosophy","2015","M7688549"
"191610110","History of Philosophy","2015","M7688549"
"191610120","Contemporary Philosophy","2015","M7688549"
"191610130","Philosophical Thinking Methods","2015","M7688549"
"191612540","Ethics and Technology I","2015","M7686199"
"191612540","Ethics and Technology I","2015","M7694761"
"191612550","Phil. Anthropology and Technology","2015","M7662823"
"191612550","Phil. Anthropology and Technology","2015","M7689450"
"191612560","Society, Politics and Technology","2015","M7643041"
"191612560","Society, Politics and Technology","2015","M7662197"
"191612580","Ethics and Technology II","2015","M7686199"
"191612660","Phil.Anthropology&Human-Techn.Relations","2015","M7642763"
"191612660","Phil.Anthropology&Human-Techn.Relations","2015","M7698500"
"191612670","Technology and the Quality of Life","2015","M7660871"
"191612670","Technology and the Quality of Life","2015","M7686199"
"191612680","Computer Ethics","2015","M7686199"
"191612680","Computer Ethics","2015","M7694761"
"191612908","Master's Thesis PoT","2015","M7642763"
"191612908","Master's Thesis PoT","2015","M7643041"
"191612908","Master's Thesis PoT","2015","M7685857"
"191612908","Master's Thesis PoT","2015","M7689450"
"191616040","Philosophy of Engineering","2015","M7646848"
"191616040","Philosophy of Engineering","2015","M7662288"
"191616043","Philosophy of Engineering: Science","2015","M7646848"
"191616043","Philosophy of Engineering: Science","2015","M7662285"
"191616043","Philosophy of Engineering: Science","2015","M7662288"
"191616060","Ethiek: Beroepsverantw. v.d. ingenieur","2015","M7660871"
"191616062","Ethiek: Beroepsverantw. v.d. ingenieur","2015","M7660871"
"191622510","Technology and Social Order","2015","M7646598"
"191622630","Shaping Technology and Use","2015","M7640887"
"191622908","Master's Thesis STS","2015","M7685857"
"191731090","The Rise of Modernity","2015","M7646598"
"191738003","Algemene Economie","2015","M7645056"
"191741010","The Age of Revolutions","2015","M7646598"
"191741020","Modernity's Harvest","2015","M7646598"
"191741030","History Minor, Final Assignment","2015","M7646598"
"191741070","Strafrecht","2015","M7646389"
"191790100","Minor Geo Data Processing & Spatial Info","2015","M7686491"
"191790100","Minor Geo Data Processing & Spatial Info","2015","M7689847"
"191800720","Bacheloropdracht TBK","2015","M7640158"
"191800720","Bacheloropdracht TBK","2015","M7640439"
"191800720","Bacheloropdracht TBK","2015","M7640445"
"191800720","Bacheloropdracht TBK","2015","M7640611"
"191800720","Bacheloropdracht TBK","2015","M7640714"
"191800720","Bacheloropdracht TBK","2015","M7641058"
"191800720","Bacheloropdracht TBK","2015","M7641488"
"191800720","Bacheloropdracht TBK","2015","M7641655"
"191800720","Bacheloropdracht TBK","2015","M7641953"
"191800720","Bacheloropdracht TBK","2015","M7641985"
"191800720","Bacheloropdracht TBK","2015","M7642351"
"191800720","Bacheloropdracht TBK","2015","M7642650"
"191800720","Bacheloropdracht TBK","2015","M7645648"
"191800720","Bacheloropdracht TBK","2015","M7645839"
"191800720","Bacheloropdracht TBK","2015","M7646543"
"191800720","Bacheloropdracht TBK","2015","M7647230"
"191800720","Bacheloropdracht TBK","2015","M7647376"
"191800720","Bacheloropdracht TBK","2015","M7647473"
"191800720","Bacheloropdracht TBK","2015","M7647563"
"191800720","Bacheloropdracht TBK","2015","M7648624"
"191800720","Bacheloropdracht TBK","2015","M7682358"
"191800720","Bacheloropdracht TBK","2015","M7683298"
"191800720","Bacheloropdracht TBK","2015","M7684471"
"191800720","Bacheloropdracht TBK","2015","M7685576"
"191800720","Bacheloropdracht TBK","2015","M7686480"
"191800720","Bacheloropdracht TBK","2015","M7690059"
"191800720","Bacheloropdracht TBK","2015","M7693430"
"191800770","Empirical Research & Data Analysis","2015","M7693999"
"191820190","Supply Chain & Transportation Management","2015","M7640158"
"191820190","Supply Chain & Transportation Management","2015","M7640445"
"191820200","Discrete Optimiz of Business Processes","2015","M7642650"
"191820210","Simulation","2015","M7648624"
"191852581","De Luchtvaartindustrie","2015","M7641058"
"191852620","Advanced Production Planning","2015","M7641655"
"191852620","Advanced Production Planning","2015","M7642650"
"191852620","Advanced Production Planning","2015","M7686480"
"191852630","Reliabil. Engineering & Maintenance Mgmt","2015","M7686480"
"191860181","Risk Management","2015","M7646976"
"191860181","Risk Management","2015","M7647473"
"191860651","Micro-economics","2015","M7647563"
"191863960","Foundations of Information Systems","2015","M7685576"
"191864610","Organization and Strategy","2015","M7644511"
"191864610","Organization and Strategy","2015","M7681210"
"191864610","Organization and Strategy","2015","M7693831"
"191880191","International Practical Assignment","2015","M7644549"
"191880191","International Practical Assignment","2015","M7646543"
"191880492","C.S. International Management","2015","M7646543"
"191880801","International Business","2015","M7646543"
"191880851","International Study Tour Project","2015","M7646543"
"191970320","Learning with Games & Simulations","2015","M7645632"
"191970340","Designing Learning & Performance Support","2015","M7640765"
"191970350","Learning with Multimedia","2015","M7642483"
"192110352","Vertalerbouw","2015","M7644387"
"192110542","Computer Systems","2015","M7648910"
"192110902","Advanced Database Systems","2015","M7642648"
"192110902","Advanced Database Systems","2015","M7643247"
"192110902","Advanced Database Systems","2015","M7693322"
"192110940","Secure Data Management","2015","M7665552"
"192110941","Secure Data Management","2015","M7665552"
"192111092","Advanced Logic","2015","M7644387"
"192111301","Ubiquitous Computing","2015","M7646604"
"192111332","Design of Software Architectures","2015","M7641175"
"192112051","Functioneel Programmeren","2015","M7640524"
"192114100","Principles of Model Checking","2015","M7643547"
"192114300","Program Verification","2015","M7688543"
"192130022","Design of Digital Systems","2015","M7640524"
"192130022","Design of Digital Systems","2015","M7640977"
"192130022","Design of Digital Systems","2015","M7642022"
"192130092","Faulttolerant Digital Systems","2015","M7640399"
"192130112","Distributed Systems","2015","M7641081"
"192130122","Energy Efficient Embedded Systems","2015","M7640721"
"192130122","Energy Efficient Embedded Systems","2015","M7642022"
"192130200","Real-time Systems 1","2015","M7692396"
"192130210","Real-time Systems 2","2015","M7692396"
"192130240","Embedded Computer Architectures 1","2015","M7640721"
"192130240","Embedded Computer Architectures 1","2015","M7648910"
"192130250","Embedded Computer Architectures 2","2015","M7640524"
"192130250","Embedded Computer Architectures 2","2015","M7648910"
"192135201","Form. Methoden voor Software Engineering","2015","M7644387"
"192135310","Modeling & Analysis of Concurrent Syst 1","2015","M7640432"
"192135310","Modeling & Analysis of Concurrent Syst 1","2015","M7687163"
"192135320","Modeling & Analysis of Concurrent Syst 2","2015","M7687163"
"192135400","ADSA - Product Line Engineering","2015","M7641175"
"192135450","ADSA - Model Driven Engineering","2015","M7644064"
"192135450","ADSA - Model Driven Engineering","2015","M7686527"
"192140122","System Validation","2015","M7688543"
"192140200","Algoritmen,Datastructuren & Complexiteit","2015","M7640432"
"192140250","Algoritmen, Datastruct.& Complexit. Plus","2015","M7640432"
